left_dimension,left_value,right_dimension,right_value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
types,conceptual_diagram,legend_placement,bottom,250,5,0.02,0.02,6,0.001111,0.00123,0.001138
types,conceptual_diagram,legend_placement,bottom and in-panel,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,conceptual_diagram,legend_placement,bottom center,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,conceptual_diagram,legend_placement,"bottom, one shared legend",250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,conceptual_diagram,legend_placement,bottom-center,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,conceptual_diagram,legend_placement,bottom-left (embedded),250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,conceptual_diagram,legend_placement,bottom-left inline arrow/latent key,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,conceptual_diagram,legend_placement,bottom/right,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,conceptual_diagram,legend_placement,bottom_center,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,conceptual_diagram,legend_placement,chart bottom,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,conceptual_diagram,legend_placement,chart lower-right,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,conceptual_diagram,legend_placement,inside lower-left of the right Phenomena chart,250,1,0.004,0.005,1,0.000185,0.001333,0.001667
types,conceptual_diagram,legend_placement,left,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,conceptual_diagram,legend_placement,left margin,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,conceptual_diagram,legend_placement,left middle,250,1,0.004,0.003333,1,0.000185,0.000143,0.000119
types,conceptual_diagram,legend_placement,lower center/right,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,conceptual_diagram,legend_placement,lower left legend box,250,1,0.004,0.003333,1,0.000185,0.000133,0.000111
types,conceptual_diagram,legend_placement,lower right,250,2,0.008,0.006667,2,0.00037,0.000322,0.000268
types,conceptual_diagram,legend_placement,lower-right,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,conceptual_diagram,legend_placement,maze 面板下方,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,conceptual_diagram,legend_placement,"panel (c), upper right",250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,conceptual_diagram,legend_placement,panel-inset,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,conceptual_diagram,legend_placement,panel-local,250,2,0.008,0.008333,4,0.000741,0.000734,0.00089
types,conceptual_diagram,legend_placement,panel-local upper area and top of panel (b),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,conceptual_diagram,legend_placement,panel-local; compact legends in (e-f),250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,conceptual_diagram,legend_placement,"radar-chart inset, lower-left",250,1,0.004,0.005,1,0.000185,0.000108,0.000135
types,conceptual_diagram,legend_placement,radial legend and right-side split legend,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,conceptual_diagram,legend_placement,red dashed key at upper right,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,conceptual_diagram,legend_placement,right,250,4,0.016,0.015,7,0.001296,0.001638,0.001444
types,conceptual_diagram,legend_placement,right and lower classifier area,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,conceptual_diagram,legend_placement,right of bar panel,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,conceptual_diagram,legend_placement,right of diagram,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,conceptual_diagram,legend_placement,right of panel b,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,conceptual_diagram,legend_placement,right of the diagram,250,1,0.004,0.003333,1,0.000185,0.000364,0.000303
types,conceptual_diagram,legend_placement,right side,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,conceptual_diagram,legend_placement,right side below group-computation block,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,conceptual_diagram,legend_placement,right side of panel (b),250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,conceptual_diagram,legend_placement,right-side role legend,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,conceptual_diagram,legend_placement,top center,250,3,0.012,0.011667,3,0.000556,0.000431,0.000458
types,conceptual_diagram,legend_placement,top of the composite and inside the mini-panels,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,conceptual_diagram,legend_placement,top right,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,conceptual_diagram,legend_placement,top-left,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,conceptual_diagram,legend_placement,top-right,250,2,0.008,0.008333,2,0.00037,0.000328,0.000353
types,conceptual_diagram,legend_placement,top_center,250,3,0.012,0.011667,3,0.000556,0.000687,0.000637
types,conceptual_diagram,legend_placement,trainability legend upper left; data-blending legend to right of pies,250,1,0.004,0.003333,1,0.000185,0.000267,0.000222
types,conceptual_diagram,legend_placement,upper area of left panel; panel-local axes elsewhere,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,conceptual_diagram,legend_placement,upper right,250,2,0.008,0.006667,2,0.00037,0.000422,0.000352
types,conceptual_diagram,legend_placement,upper-left,250,2,0.008,0.006667,5,0.000926,0.000569,0.000474
types,conceptual_diagram,legend_placement,upper-left in panel (b); none in panel (a),250,1,0.004,0.005,1,0.000185,0.0004,0.0005
types,conceptual_diagram,legend_placement,upper-left modality key,250,1,0.004,0.003333,1,0.000185,0.000138,0.000115
types,conceptual_diagram,legend_placement,upper-left of bottom panel,250,1,0.004,0.005,1,0.000185,0.000148,0.000185
types,conceptual_diagram,legend_placement,upper-left reward key and panel labels,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,conceptual_diagram,legend_placement,upper-left/above token sequence,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,conceptual_diagram,legend_placement,upper-right Key swatches,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,conceptual_diagram,legend_placement,upper-right local legend,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,conceptual_diagram,legend_placement,upper_left in PCA panels,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,conceptual_diagram,legend_placement,upper_right,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,conceptual_diagram,legend_placement,within panel C and local labels,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,conceptual_diagram,legend_placement,下部热图右下与条形图右上各有局部 legend,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,conceptual_diagram,legend_placement,中、右 panel 内部上方；左 panel 使用曲线直接标注,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,conceptual_diagram,legend_placement,中间 panel 的说明键,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,conceptual_diagram,legend_placement,中面板底部的 Image Embedding Matching / Question Embedding Matching 图例,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,conceptual_diagram,legend_placement,右下共享 legend,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,conceptual_diagram,legend_placement,右侧 scatter 上方/左下的 SAE 图例与下方 intervention-strength 色带,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,conceptual_diagram,legend_placement,右侧可靠性柱图右上,250,1,0.004,0.003333,1,0.000185,0.000174,0.000145
types,conceptual_diagram,legend_placement,各 panel 内 token key,250,1,0.004,0.003333,1,0.000185,0.0002,0.000167
types,conceptual_diagram,legend_placement,各 panel 右上 p_t legend,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,conceptual_diagram,legend_placement,图右侧的 risk-rate legend,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,conceptual_diagram,legend_placement,图右侧的四项 risk-rate legend,250,1,0.004,0.003333,1,0.000185,0.0005,0.000417
types,conceptual_diagram,legend_placement,图顶,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,conceptual_diagram,legend_placement,图顶部的三色状态 key,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,conceptual_diagram,legend_placement,左下箭头 key,250,1,0.004,0.003333,2,0.00037,0.000381,0.000317
types,conceptual_diagram,legend_placement,底部 token legend,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,conceptual_diagram,legend_placement,底部/中部,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,conceptual_diagram,legend_placement,底部居中 legend,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,conceptual_diagram,legend_placement,底部横跨三列的共享图例,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,conceptual_diagram,legend_placement,整幅图右侧的竖向图例,250,1,0.004,0.003333,1,0.000185,0.0004,0.000333
types,conceptual_diagram,legend_placement,模块上方与右侧曲线旁,250,1,0.004,0.005,1,0.000185,0.000182,0.000227
types,conceptual_diagram,legend_placement,每个 panel 右上区域重复,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,conceptual_diagram,legend_placement,面板左上区域,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,conceptual_diagram,legend_placement,顶部共享 legend,250,1,0.004,0.005,2,0.00037,0.000444,0.000556
types,conceptual_diagram,legend_placement,顶部共享图例,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,heatmap,legend_placement,(c) panel 内右上方 U legend,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,heatmap,legend_placement,Right of each heatmap.,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,heatmap,legend_placement,above line panel; colorbars on heatmaps,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,heatmap,legend_placement,bar legend and heatmap colorbars,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,heatmap,legend_placement,bottom,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,heatmap,legend_placement,bottom center/right,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,heatmap,legend_placement,bottom colorbar and lower legend,250,1,0.004,0.005,1,0.000185,0.000211,0.000263
types,heatmap,legend_placement,center between the 3D and 1D portions of panel (b),250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,heatmap,legend_placement,colorbar to the right of each triangular panel,250,1,0.004,0.005,1,0.000185,0.000267,0.000333
types,heatmap,legend_placement,each heatmap right side,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,heatmap,legend_placement,individual colorbars beside each head map,250,1,0.004,0.003333,2,0.00037,0.000381,0.000317
types,heatmap,legend_placement,individual colorbars to the right of maps,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,heatmap,legend_placement,individual matrix colorbars,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,heatmap,legend_placement,inside A lower-left; inside B and D panels near lower-right/right,250,1,0.004,0.005,1,0.000185,0.001333,0.001667
types,heatmap,legend_placement,inside upper-left of A2 and B2; colorbars at heatmap right edges,250,1,0.004,0.005,1,0.000185,0.001333,0.001667
types,heatmap,legend_placement,legend below left panel and colorbars beside middle/right panels,250,1,0.004,0.005,2,0.00037,0.000667,0.000833
types,heatmap,legend_placement,lower left in right panel,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
types,heatmap,legend_placement,lower right/lower center inside each heatmap,250,1,0.004,0.005,1,0.000185,0.0002,0.00025
types,heatmap,legend_placement,lower-left for top field; per-panel head titles/colorbars,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,heatmap,legend_placement,panel-inset,250,1,0.004,0.003333,1,0.000185,8.3e-05,6.9e-05
types,heatmap,legend_placement,panel-local,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,heatmap,legend_placement,right,250,6,0.024,0.025,13,0.002407,0.002238,0.002417
types,heatmap,legend_placement,right and in-panel,250,1,0.004,0.003333,1,0.000185,0.000148,0.000123
types,heatmap,legend_placement,right color bar,250,1,0.004,0.003333,2,0.00037,0.000615,0.000513
types,heatmap,legend_placement,right colorbar,250,10,0.04,0.036667,13,0.002407,0.002434,0.002257
types,heatmap,legend_placement,right colorbars,250,1,0.004,0.003333,2,0.00037,0.00032,0.000267
types,heatmap,legend_placement,right of discount panels,250,1,0.004,0.003333,2,0.00037,0.000421,0.000351
types,heatmap,legend_placement,right of each Single-step error heatmap,250,1,0.004,0.005,1,0.000185,0.000308,0.000385
types,heatmap,legend_placement,right of each heatmap,250,1,0.004,0.003333,1,0.000185,0.000235,0.000196
types,heatmap,legend_placement,right of each layer panel,250,1,0.004,0.005,2,0.00037,0.0005,0.000625
types,heatmap,legend_placement,right of each panel,250,2,0.008,0.01,8,0.001481,0.001101,0.001376
types,heatmap,legend_placement,right shared colorbar,250,2,0.008,0.006667,2,0.00037,0.000451,0.000375
types,heatmap,legend_placement,right-side color keys,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,heatmap,legend_placement,right-side colorbar for each panel,250,1,0.004,0.005,1,0.000185,0.000222,0.000278
types,heatmap,legend_placement,right-side colorbars and in-panel reference annotations,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,heatmap,legend_placement,right-side heatmap colorbars and lower trajectory color keys,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,heatmap,legend_placement,right_colorbar,250,1,0.004,0.005,4,0.000741,0.000421,0.000526
types,heatmap,legend_placement,right_of_each_heatmap,250,1,0.004,0.005,1,0.000185,0.000174,0.000217
types,heatmap,legend_placement,top center,250,1,0.004,0.005,1,0.000185,7e-05,8.8e-05
types,heatmap,legend_placement,top of grid,250,1,0.004,0.005,1,0.000185,0.000235,0.000294
types,heatmap,legend_placement,top of loss panel and local heatmap keys,250,1,0.004,0.005,1,0.000185,0.000143,0.000179
types,heatmap,legend_placement,top right,250,1,0.004,0.005,1,0.000185,0.000125,0.000156
types,heatmap,legend_placement,upper center of the right panel,250,1,0.004,0.005,1,0.000185,0.000364,0.000455
types,heatmap,legend_placement,upper right,250,1,0.004,0.003333,1,0.000185,0.000114,9.5e-05
types,heatmap,legend_placement,upper right for line panels; right-side color bars for heatmaps,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,heatmap,legend_placement,upper-right Key swatches,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,heatmap,legend_placement,upper_right,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,heatmap,legend_placement,前三 panel 各自 legend；右下 vertical colorbar,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,heatmap,legend_placement,右侧 colorbar,250,2,0.008,0.006667,4,0.000741,0.000583,0.000486
types,heatmap,legend_placement,各 panel 右侧 colorbar,250,2,0.008,0.008333,2,0.00037,0.000312,0.000339
types,heatmap,legend_placement,图(b)右上角图例；图(a)由各矩阵下方直接标签标识,250,1,0.004,0.003333,1,0.000185,0.000167,0.000139
types,heatmap,legend_placement,左图右上；右图右侧 colorbar,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,heatmap,legend_placement,每个 heatmap 右侧 colorbar,250,1,0.004,0.003333,1,0.000185,0.000182,0.000152
types,heatmap,legend_placement,顶部居中共享 legend,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,histogram,legend_placement,Inside upper-left/upper-center in (a); upper-right in (b).,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,histogram,legend_placement,bottom_center,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,histogram,legend_placement,inside histogram and beside scatter,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,histogram,legend_placement,lower-left,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,histogram,legend_placement,panel a upper left,250,1,0.004,0.005,1,0.000185,0.000286,0.000357
types,histogram,legend_placement,right,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
types,histogram,legend_placement,"right margin, with separate upper and lower legends",250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,histogram,legend_placement,right of 3D scatter colorbar,250,1,0.004,0.003333,2,0.00037,0.000571,0.000476
types,histogram,legend_placement,right side shared across the three panels,250,1,0.004,0.003333,2,0.00037,0.000615,0.000513
types,histogram,legend_placement,top,250,1,0.004,0.003333,2,0.00037,8.2e-05,6.8e-05
types,histogram,legend_placement,upper left in first panel,250,1,0.004,0.003333,2,0.00037,0.000348,0.00029
